respondent_id,nps,satisfaction,feedback_text,topic_id
R004221,8,7.44,the product quality is stable and trustworthy,0
R004222,8,8.11,livestream promotion helps me discover new products,4
R004223,10,8.37,I care about ingredients and product safety,2
R004224,9,8.79,the package design should show product benefits more clearly,2
R004225,7,7.64,the packaging is convenient but could look more premium,5
R004226,8,8.02,sustainability claims need to be more credible,5
R004227,10,8.44,quality improvement would make me repurchase more often,0
R004228,6,6.66,the packaging is convenient but could look more premium,5
R004229,10,10.0,the price feels high without promotion,4
R004230,9,10.0,I care about ingredients and product safety,2
R004231,7,7.27,delivery speed affects whether I choose the brand,5
R004232,6,7.14,delivery speed affects whether I choose the brand,5
R004233,8,7.7,livestream promotion helps me discover new products,4
R004234,10,8.87,membership coupons can increase repeat purchase,1
R004235,5,5.27,the package design should show product benefits more clearly,2
R004236,10,9.64,discount bundles make me more willing to buy,3
R004237,8,8.11,discount bundles make me more willing to buy,3
R004238,9,8.82,livestream promotion helps me discover new products,4
R004239,10,7.49,membership coupons can increase repeat purchase,1
R004240,6,7.32,quality improvement would make me repurchase more often,0
R004241,7,7.61,membership coupons can increase repeat purchase,1
R004242,7,7.88,KOL reviews are useful but need to be authentic,5
R004243,10,10.0,delivery speed affects whether I choose the brand,5
R004244,10,10.0,the product quality is stable and trustworthy,0
R004245,9,9.46,low carbon packaging would improve brand impression,5
R004246,10,10.0,stockouts make me switch to other brands,3
R004247,2,3.29,quality improvement would make me repurchase more often,0
R004248,9,9.42,sustainability claims need to be more credible,5
R004249,8,9.97,I care about ingredients and product safety,2
R004250,9,8.23,quality improvement would make me repurchase more often,0
R004251,6,7.23,livestream promotion helps me discover new products,4
R004252,9,8.29,livestream promotion helps me discover new products,4
R004253,6,6.24,discount bundles make me more willing to buy,3
R004254,9,7.93,quality improvement would make me repurchase more often,0
R004255,10,10.0,I prefer brands with recyclable packaging,5
R004256,7,9.34,sustainability claims need to be more credible,5
R004257,10,8.84,I care about ingredients and product safety,2
R004258,9,8.7,livestream promotion helps me discover new products,4
R004259,10,10.0,the product quality is stable and trustworthy,0
R004260,5,7.52,KOL reviews are useful but need to be authentic,5
R004261,7,8.19,the package design should show product benefits more clearly,2
R004262,9,10.0,delivery speed affects whether I choose the brand,5
R004263,9,8.81,the packaging is convenient but could look more premium,5
R004264,8,7.83,livestream promotion helps me discover new products,4
R004265,7,8.06,the package design should show product benefits more clearly,2
R004266,6,5.42,discount bundles make me more willing to buy,3
R004267,5,5.91,membership coupons can increase repeat purchase,1
R004268,7,6.56,the package design should show product benefits more clearly,2
R004269,7,7.5,offline availability is not always convenient,5
R004270,6,6.65,discount bundles make me more willing to buy,3
R004271,7,7.16,I compare price across platforms before purchase,1
R004272,10,9.3,quality improvement would make me repurchase more often,0
R004273,9,8.53,offline availability is not always convenient,5
R004274,8,8.72,the packaging is convenient but could look more premium,5
R004275,9,8.76,quality improvement would make me repurchase more often,0
R004276,10,8.85,delivery speed affects whether I choose the brand,5
R004277,6,8.39,I prefer brands with recyclable packaging,5
R004278,9,7.68,I care about ingredients and product safety,2
R004279,8,8.36,the packaging is convenient but could look more premium,5
R004280,8,10.0,the price feels high without promotion,4
R004281,9,7.74,KOL reviews are useful but need to be authentic,5
R004282,9,10.0,sustainability claims need to be more credible,5
R004283,7,7.28,KOL reviews are useful but need to be authentic,5
R004284,10,9.01,membership coupons can increase repeat purchase,1
R004285,5,5.71,portable packaging is useful for work and travel,5
R004286,7,7.6,KOL reviews are useful but need to be authentic,5
R004287,8,8.25,sustainability claims need to be more credible,5
R004288,5,6.06,I care about ingredients and product safety,2
R004289,5,4.88,delivery speed affects whether I choose the brand,5
R004290,10,10.0,I care about ingredients and product safety,2
R004291,10,9.22,quality improvement would make me repurchase more often,0
R004292,9,10.0,the packaging is convenient but could look more premium,5
R004293,8,9.15,I care about ingredients and product safety,2
R004294,5,6.27,livestream promotion helps me discover new products,4
R004295,8,6.97,stockouts make me switch to other brands,3
R004296,10,8.67,the package design should show product benefits more clearly,2
R004297,10,10.0,the product quality is stable and trustworthy,0
R004298,10,10.0,I care about ingredients and product safety,2
R004299,9,9.18,low carbon packaging would improve brand impression,5
R004300,10,10.0,offline availability is not always convenient,5
R004301,5,5.36,offline availability is not always convenient,5
R004302,7,6.67,discount bundles make me more willing to buy,3
R004303,10,10.0,membership coupons can increase repeat purchase,1
R004304,7,7.14,the price feels high without promotion,4
R004305,6,7.57,discount bundles make me more willing to buy,3
R004306,9,8.13,delivery speed affects whether I choose the brand,5
R004307,6,7.43,livestream promotion helps me discover new products,4
R004308,8,6.59,KOL reviews are useful but need to be authentic,5
R004309,10,9.83,I care about ingredients and product safety,2
R004310,10,10.0,membership coupons can increase repeat purchase,1
R004311,10,10.0,I compare price across platforms before purchase,1
R004312,9,7.45,discount bundles make me more willing to buy,3
R004313,6,6.69,the package design should show product benefits more clearly,2
R004314,8,8.8,the price feels high without promotion,4
R004315,10,10.0,offline availability is not always convenient,5
R004316,6,7.05,the product quality is stable and trustworthy,0
R004317,8,8.17,delivery speed affects whether I choose the brand,5
R004318,7,6.62,offline availability is not always convenient,5
R004319,3,5.58,offline availability is not always convenient,5
R004320,9,10.0,I care about ingredients and product safety,2
R004321,6,5.9,livestream promotion helps me discover new products,4
R004322,9,8.21,stockouts make me switch to other brands,3
R004323,8,8.64,sustainability claims need to be more credible,5
R004324,7,8.24,livestream promotion helps me discover new products,4
R004325,10,10.0,stockouts make me switch to other brands,3
R004326,6,5.93,portable packaging is useful for work and travel,5
R004327,8,8.46,membership coupons can increase repeat purchase,1
R004328,8,7.98,the price feels high without promotion,4
R004329,8,8.79,the product quality is stable and trustworthy,0
R004330,8,8.19,discount bundles make me more willing to buy,3
R004331,9,10.0,delivery speed affects whether I choose the brand,5
R004332,9,8.25,I prefer brands with recyclable packaging,5
R004333,10,9.02,the price feels high without promotion,4
R004334,8,7.48,offline availability is not always convenient,5
R004335,8,7.33,the product quality is stable and trustworthy,0
R004336,7,6.91,livestream promotion helps me discover new products,4
R004337,4,5.54,I prefer brands with recyclable packaging,5
R004338,7,7.66,the price feels high without promotion,4
R004339,8,8.54,stockouts make me switch to other brands,3
R004340,5,5.53,I compare price across platforms before purchase,1
R004341,6,7.6,membership coupons can increase repeat purchase,1
R004342,10,8.4,offline availability is not always convenient,5
R004343,6,8.95,I care about ingredients and product safety,2
R004344,10,9.79,the price feels high without promotion,4
R004345,8,7.9,portable packaging is useful for work and travel,5
R004346,6,6.45,the price feels high without promotion,4
R004347,7,8.64,the product quality is stable and trustworthy,0
R004348,7,5.65,quality improvement would make me repurchase more often,0
R004349,8,8.26,membership coupons can increase repeat purchase,1
R004350,6,5.98,livestream promotion helps me discover new products,4
R004351,4,5.62,sustainability claims need to be more credible,5
R004352,8,8.9,livestream promotion helps me discover new products,4
R004353,8,9.3,KOL reviews are useful but need to be authentic,5
R004354,8,8.58,I care about ingredients and product safety,2
R004355,8,8.72,livestream promotion helps me discover new products,4
R004356,6,7.72,livestream promotion helps me discover new products,4
R004357,6,6.31,offline availability is not always convenient,5
R004358,7,7.15,I prefer brands with recyclable packaging,5
R004359,8,7.82,I compare price across platforms before purchase,1
R004360,10,10.0,I compare price across platforms before purchase,1
R004361,4,7.19,membership coupons can increase repeat purchase,1
R004362,10,10.0,quality improvement would make me repurchase more often,0
R004363,8,8.2,I prefer brands with recyclable packaging,5
R004364,4,4.2,the packaging is convenient but could look more premium,5
R004365,6,5.14,delivery speed affects whether I choose the brand,5
R004366,7,5.83,discount bundles make me more willing to buy,3
R004367,8,7.54,livestream promotion helps me discover new products,4
R004368,10,10.0,low carbon packaging would improve brand impression,5
R004369,10,9.72,discount bundles make me more willing to buy,3
R004370,9,8.17,the product quality is stable and trustworthy,0
R004371,10,10.0,I compare price across platforms before purchase,1
R004372,9,9.4,discount bundles make me more willing to buy,3
R004373,8,7.13,KOL reviews are useful but need to be authentic,5
R004374,9,9.1,portable packaging is useful for work and travel,5
R004375,7,7.69,the price feels high without promotion,4
R004376,9,9.4,portable packaging is useful for work and travel,5
R004377,8,8.2,the package design should show product benefits more clearly,2
R004378,8,7.93,portable packaging is useful for work and travel,5
R004379,6,7.46,I care about ingredients and product safety,2
R004380,10,10.0,sustainability claims need to be more credible,5
R004381,9,7.96,the price feels high without promotion,4
R004382,4,6.33,portable packaging is useful for work and travel,5
R004383,10,10.0,quality improvement would make me repurchase more often,0
R004384,8,8.57,stockouts make me switch to other brands,3
R004385,9,8.46,offline availability is not always convenient,5
R004386,9,8.61,quality improvement would make me repurchase more often,0
R004387,7,8.58,discount bundles make me more willing to buy,3
R004388,8,8.45,the product quality is stable and trustworthy,0
R004389,9,8.85,the package design should show product benefits more clearly,2
R004390,10,10.0,portable packaging is useful for work and travel,5
R004391,10,9.75,KOL reviews are useful but need to be authentic,5
R004392,9,9.9,the product quality is stable and trustworthy,0
R004393,10,10.0,I care about ingredients and product safety,2
R004394,8,7.64,I compare price across platforms before purchase,1
R004395,4,8.73,KOL reviews are useful but need to be authentic,5
R004396,8,8.21,portable packaging is useful for work and travel,5
R004397,7,7.21,livestream promotion helps me discover new products,4
R004398,6,6.88,the product quality is stable and trustworthy,0
R004399,8,7.57,the package design should show product benefits more clearly,2
R004400,6,6.05,discount bundles make me more willing to buy,3
R004401,8,8.67,the package design should show product benefits more clearly,2
R004402,6,8.16,delivery speed affects whether I choose the brand,5
R004403,8,7.84,the packaging is convenient but could look more premium,5
R004404,7,7.73,KOL reviews are useful but need to be authentic,5
R004405,9,8.81,I compare price across platforms before purchase,1
R004406,6,6.33,the packaging is convenient but could look more premium,5
R004407,6,6.63,the price feels high without promotion,4
R004408,8,10.0,delivery speed affects whether I choose the brand,5
R004409,9,10.0,membership coupons can increase repeat purchase,1
R004410,8,7.71,stockouts make me switch to other brands,3
R004411,8,9.25,offline availability is not always convenient,5
R004412,8,6.04,I care about ingredients and product safety,2
R004413,5,6.83,KOL reviews are useful but need to be authentic,5
R004414,6,6.77,delivery speed affects whether I choose the brand,5
R004415,4,5.52,I care about ingredients and product safety,2
R004416,10,10.0,the package design should show product benefits more clearly,2
R004417,5,6.21,quality improvement would make me repurchase more often,0
R004418,9,10.0,portable packaging is useful for work and travel,5
R004419,9,9.13,stockouts make me switch to other brands,3
R004420,8,7.03,the price feels high without promotion,4
R004421,10,9.68,sustainability claims need to be more credible,5
R004422,8,8.89,livestream promotion helps me discover new products,4
R004423,5,8.07,membership coupons can increase repeat purchase,1
R004424,9,9.18,livestream promotion helps me discover new products,4
R004425,6,7.91,stockouts make me switch to other brands,3
R004426,7,7.9,delivery speed affects whether I choose the brand,5
R004427,9,9.22,the product quality is stable and trustworthy,0
R004428,7,8.67,discount bundles make me more willing to buy,3
R004429,9,8.96,stockouts make me switch to other brands,3
R004430,6,7.63,the packaging is convenient but could look more premium,5
R004431,8,8.0,livestream promotion helps me discover new products,4
R004432,10,9.66,I prefer brands with recyclable packaging,5
R004433,7,8.4,the price feels high without promotion,4
R004434,10,10.0,stockouts make me switch to other brands,3
R004435,5,5.92,the price feels high without promotion,4
R004436,10,10.0,low carbon packaging would improve brand impression,5
R004437,10,9.34,the product quality is stable and trustworthy,0
R004438,7,8.14,the package design should show product benefits more clearly,2
R004439,6,7.85,low carbon packaging would improve brand impression,5
R004440,4,6.46,quality improvement would make me repurchase more often,0
R004441,10,9.59,livestream promotion helps me discover new products,4
R004442,6,5.5,the price feels high without promotion,4
R004443,7,7.73,delivery speed affects whether I choose the brand,5
R004444,6,8.35,the packaging is convenient but could look more premium,5
R004445,3,4.48,the package design should show product benefits more clearly,2
R004446,9,9.86,the price feels high without promotion,4
R004447,9,10.0,the package design should show product benefits more clearly,2
R004448,8,8.37,the package design should show product benefits more clearly,2
R004449,10,9.71,I care about ingredients and product safety,2
R004450,9,8.16,portable packaging is useful for work and travel,5
R004451,10,8.9,the product quality is stable and trustworthy,0
R004452,7,7.53,portable packaging is useful for work and travel,5
R004453,10,10.0,portable packaging is useful for work and travel,5
R004454,8,8.7,discount bundles make me more willing to buy,3
R004455,8,7.91,the package design should show product benefits more clearly,2
R004456,7,7.03,the packaging is convenient but could look more premium,5
R004457,8,9.66,delivery speed affects whether I choose the brand,5
R004458,10,9.5,low carbon packaging would improve brand impression,5
R004459,8,10.0,livestream promotion helps me discover new products,4
R004460,7,6.15,I compare price across platforms before purchase,1
R004461,8,8.22,I compare price across platforms before purchase,1
R004462,10,7.89,membership coupons can increase repeat purchase,1
R004463,10,10.0,livestream promotion helps me discover new products,4
R004464,9,10.0,delivery speed affects whether I choose the brand,5
R004465,9,7.83,membership coupons can increase repeat purchase,1
R004466,5,6.45,membership coupons can increase repeat purchase,1
R004467,9,9.18,membership coupons can increase repeat purchase,1
R004468,10,8.38,membership coupons can increase repeat purchase,1
R004469,7,7.83,KOL reviews are useful but need to be authentic,5
R004470,8,8.55,discount bundles make me more willing to buy,3
R004471,5,4.33,the price feels high without promotion,4
R004472,10,9.11,the package design should show product benefits more clearly,2
R004473,10,9.4,low carbon packaging would improve brand impression,5
R004474,7,6.62,delivery speed affects whether I choose the brand,5
R004475,8,8.35,quality improvement would make me repurchase more often,0
R004476,8,7.64,KOL reviews are useful but need to be authentic,5
R004477,10,8.44,the product quality is stable and trustworthy,0
R004478,8,6.98,delivery speed affects whether I choose the brand,5
R004479,7,7.94,delivery speed affects whether I choose the brand,5
R004480,10,8.89,the price feels high without promotion,4
R004481,3,4.78,quality improvement would make me repurchase more often,0
R004482,10,8.74,livestream promotion helps me discover new products,4
R004483,8,7.43,I prefer brands with recyclable packaging,5
R004484,10,10.0,discount bundles make me more willing to buy,3
R004485,10,10.0,livestream promotion helps me discover new products,4
R004486,7,8.46,the packaging is convenient but could look more premium,5
R004487,6,6.68,sustainability claims need to be more credible,5
R004488,2,4.12,discount bundles make me more willing to buy,3
R004489,9,8.83,delivery speed affects whether I choose the brand,5
R004490,8,7.68,delivery speed affects whether I choose the brand,5
R004491,10,8.58,offline availability is not always convenient,5
R004492,9,8.93,the packaging is convenient but could look more premium,5
R004493,9,8.73,portable packaging is useful for work and travel,5
R004494,10,10.0,KOL reviews are useful but need to be authentic,5
R004495,10,9.58,discount bundles make me more willing to buy,3
R004496,5,5.67,livestream promotion helps me discover new products,4
R004497,9,7.77,quality improvement would make me repurchase more often,0
R004498,8,6.95,stockouts make me switch to other brands,3
R004499,9,7.38,the package design should show product benefits more clearly,2
R004500,8,7.45,membership coupons can increase repeat purchase,1
R004501,10,7.77,discount bundles make me more willing to buy,3
R004502,10,9.52,stockouts make me switch to other brands,3
R004503,10,8.75,quality improvement would make me repurchase more often,0
R004504,7,7.6,the price feels high without promotion,4
R004505,10,9.35,discount bundles make me more willing to buy,3
R004506,4,4.22,livestream promotion helps me discover new products,4
R004507,8,9.68,KOL reviews are useful but need to be authentic,5
R004508,7,8.38,stockouts make me switch to other brands,3
R004509,10,10.0,membership coupons can increase repeat purchase,1
R004510,9,9.86,portable packaging is useful for work and travel,5
R004511,8,8.41,the product quality is stable and trustworthy,0
R004512,10,10.0,I care about ingredients and product safety,2
R004513,10,7.78,the packaging is convenient but could look more premium,5
R004514,5,6.12,portable packaging is useful for work and travel,5
R004515,8,8.72,the packaging is convenient but could look more premium,5
R004516,5,6.04,the package design should show product benefits more clearly,2
R004517,8,7.88,low carbon packaging would improve brand impression,5
R004518,10,9.18,the package design should show product benefits more clearly,2
R004519,7,7.22,I care about ingredients and product safety,2
R004520,9,8.32,the packaging is convenient but could look more premium,5
R004521,9,10.0,portable packaging is useful for work and travel,5
R004522,9,6.8,the price feels high without promotion,4
R004523,8,6.8,sustainability claims need to be more credible,5
R004524,9,10.0,portable packaging is useful for work and travel,5
R004525,10,7.35,membership coupons can increase repeat purchase,1
R004526,7,4.39,I compare price across platforms before purchase,1
R004527,9,10.0,I care about ingredients and product safety,2
R004528,6,8.05,the price feels high without promotion,4
R004529,9,9.71,sustainability claims need to be more credible,5
R004530,9,8.61,I prefer brands with recyclable packaging,5
R004531,6,7.24,membership coupons can increase repeat purchase,1
R004532,7,6.85,discount bundles make me more willing to buy,3
R004533,10,9.88,offline availability is not always convenient,5
R004534,5,6.23,I compare price across platforms before purchase,1
R004535,10,9.36,delivery speed affects whether I choose the brand,5
R004536,7,7.62,membership coupons can increase repeat purchase,1
R004537,7,8.37,stockouts make me switch to other brands,3
R004538,9,10.0,livestream promotion helps me discover new products,4
R004539,7,7.29,I compare price across platforms before purchase,1
R004540,9,8.88,KOL reviews are useful but need to be authentic,5
R004541,10,10.0,I care about ingredients and product safety,2
R004542,8,9.8,membership coupons can increase repeat purchase,1
R004543,8,9.13,delivery speed affects whether I choose the brand,5
R004544,9,7.51,the price feels high without promotion,4
R004545,10,7.78,discount bundles make me more willing to buy,3
R004546,4,4.59,I compare price across platforms before purchase,1
R004547,8,9.22,I prefer brands with recyclable packaging,5
R004548,7,7.88,the package design should show product benefits more clearly,2
R004549,8,8.58,offline availability is not always convenient,5
R004550,10,9.28,portable packaging is useful for work and travel,5
R004551,8,7.45,the product quality is stable and trustworthy,0
R004552,5,7.47,membership coupons can increase repeat purchase,1
R004553,10,8.92,I prefer brands with recyclable packaging,5
R004554,9,8.92,livestream promotion helps me discover new products,4
R004555,10,9.47,sustainability claims need to be more credible,5
R004556,6,6.83,offline availability is not always convenient,5
R004557,10,9.69,I prefer brands with recyclable packaging,5
R004558,10,9.18,discount bundles make me more willing to buy,3
R004559,7,7.33,I compare price across platforms before purchase,1
R004560,9,9.99,livestream promotion helps me discover new products,4
R004561,6,5.76,the product quality is stable and trustworthy,0
R004562,10,10.0,sustainability claims need to be more credible,5
R004563,9,7.53,stockouts make me switch to other brands,3
R004564,10,10.0,sustainability claims need to be more credible,5
R004565,6,7.72,the package design should show product benefits more clearly,2
R004566,6,6.64,I compare price across platforms before purchase,1
R004567,8,8.01,livestream promotion helps me discover new products,4
R004568,9,9.1,membership coupons can increase repeat purchase,1
R004569,9,10.0,the product quality is stable and trustworthy,0
R004570,7,6.97,the price feels high without promotion,4
R004571,10,9.2,KOL reviews are useful but need to be authentic,5
R004572,10,10.0,quality improvement would make me repurchase more often,0
R004573,8,7.29,the price feels high without promotion,4
R004574,9,8.68,the product quality is stable and trustworthy,0
R004575,5,6.33,the product quality is stable and trustworthy,0
R004576,9,8.61,I care about ingredients and product safety,2
R004577,9,8.24,portable packaging is useful for work and travel,5
R004578,10,10.0,KOL reviews are useful but need to be authentic,5
R004579,6,7.84,stockouts make me switch to other brands,3
R004580,8,7.36,the price feels high without promotion,4
R004581,7,6.67,I care about ingredients and product safety,2
R004582,9,9.58,stockouts make me switch to other brands,3
R004583,6,6.17,I compare price across platforms before purchase,1
R004584,10,9.9,delivery speed affects whether I choose the brand,5
R004585,10,8.03,I care about ingredients and product safety,2
R004586,4,4.76,the package design should show product benefits more clearly,2
R004587,7,6.18,the price feels high without promotion,4
R004588,9,8.96,discount bundles make me more willing to buy,3
R004589,4,5.98,the package design should show product benefits more clearly,2
R004590,6,7.09,offline availability is not always convenient,5
R004591,8,10.0,the packaging is convenient but could look more premium,5
R004592,10,10.0,sustainability claims need to be more credible,5
R004593,6,5.93,the product quality is stable and trustworthy,0
R004594,10,10.0,the product quality is stable and trustworthy,0
R004595,9,10.0,membership coupons can increase repeat purchase,1
R004596,6,6.42,membership coupons can increase repeat purchase,1
R004597,10,10.0,discount bundles make me more willing to buy,3
R004598,10,9.06,I compare price across platforms before purchase,1
R004599,5,6.24,delivery speed affects whether I choose the brand,5
R004600,8,8.19,I prefer brands with recyclable packaging,5
R004601,10,9.64,low carbon packaging would improve brand impression,5
R004602,10,10.0,the packaging is convenient but could look more premium,5
R004603,9,9.7,quality improvement would make me repurchase more often,0
R004604,5,6.28,the price feels high without promotion,4
R004605,10,9.98,offline availability is not always convenient,5
R004606,10,8.87,offline availability is not always convenient,5
R004607,7,7.07,stockouts make me switch to other brands,3
R004608,10,9.78,I care about ingredients and product safety,2
R004609,7,7.03,quality improvement would make me repurchase more often,0
R004610,10,9.42,the package design should show product benefits more clearly,2
R004611,10,10.0,portable packaging is useful for work and travel,5
R004612,9,9.43,stockouts make me switch to other brands,3
R004613,8,8.71,I prefer brands with recyclable packaging,5
R004614,10,8.84,I compare price across platforms before purchase,1
R004615,7,7.56,the packaging is convenient but could look more premium,5
R004616,8,8.69,stockouts make me switch to other brands,3
R004617,10,10.0,the price feels high without promotion,4
R004618,7,6.73,KOL reviews are useful but need to be authentic,5
R004619,10,8.48,discount bundles make me more willing to buy,3
R004620,9,9.37,I compare price across platforms before purchase,1
R004621,7,7.41,low carbon packaging would improve brand impression,5
R004622,4,7.12,offline availability is not always convenient,5
R004623,10,9.47,the packaging is convenient but could look more premium,5
R004624,8,8.58,quality improvement would make me repurchase more often,0
R004625,6,8.38,I care about ingredients and product safety,2
R004626,7,7.31,sustainability claims need to be more credible,5
R004627,7,8.91,livestream promotion helps me discover new products,4
R004628,9,10.0,the product quality is stable and trustworthy,0
R004629,9,10.0,I compare price across platforms before purchase,1
R004630,8,7.94,stockouts make me switch to other brands,3
R004631,4,6.22,the price feels high without promotion,4
R004632,7,6.08,stockouts make me switch to other brands,3
R004633,10,9.43,low carbon packaging would improve brand impression,5
R004634,7,5.96,the price feels high without promotion,4
R004635,8,7.2,I compare price across platforms before purchase,1
R004636,8,8.66,I compare price across platforms before purchase,1
R004637,9,10.0,livestream promotion helps me discover new products,4
R004638,10,8.62,the product quality is stable and trustworthy,0
R004639,7,7.79,offline availability is not always convenient,5
R004640,10,10.0,low carbon packaging would improve brand impression,5
R004641,10,7.86,delivery speed affects whether I choose the brand,5
R004642,7,10.0,portable packaging is useful for work and travel,5
R004643,6,7.58,quality improvement would make me repurchase more often,0
R004644,9,9.76,quality improvement would make me repurchase more often,0
R004645,8,7.83,stockouts make me switch to other brands,3
R004646,10,10.0,sustainability claims need to be more credible,5
R004647,10,9.21,I prefer brands with recyclable packaging,5
R004648,8,8.33,the package design should show product benefits more clearly,2
R004649,10,10.0,I prefer brands with recyclable packaging,5
R004650,10,8.84,sustainability claims need to be more credible,5
R004651,10,9.18,membership coupons can increase repeat purchase,1
R004652,7,7.99,quality improvement would make me repurchase more often,0
R004653,7,7.67,I care about ingredients and product safety,2
R004654,8,7.96,discount bundles make me more willing to buy,3
R004655,8,10.0,I care about ingredients and product safety,2
R004656,9,9.53,the package design should show product benefits more clearly,2
R004657,6,7.42,I compare price across platforms before purchase,1
R004658,8,8.71,I prefer brands with recyclable packaging,5
R004659,7,8.13,I care about ingredients and product safety,2
R004660,10,10.0,delivery speed affects whether I choose the brand,5
R004661,9,9.77,the product quality is stable and trustworthy,0
R004662,7,5.1,I care about ingredients and product safety,2
R004663,8,7.48,the price feels high without promotion,4
R004664,7,7.62,low carbon packaging would improve brand impression,5
R004665,6,5.18,the price feels high without promotion,4
R004666,6,5.14,the packaging is convenient but could look more premium,5
R004667,10,9.08,membership coupons can increase repeat purchase,1
R004668,8,8.43,I compare price across platforms before purchase,1
R004669,10,9.16,sustainability claims need to be more credible,5
R004670,6,7.02,I compare price across platforms before purchase,1
R004671,8,9.16,the package design should show product benefits more clearly,2
R004672,5,7.41,I care about ingredients and product safety,2
R004673,10,10.0,I care about ingredients and product safety,2
R004674,7,9.87,the package design should show product benefits more clearly,2
R004675,8,7.56,offline availability is not always convenient,5
R004676,10,9.91,delivery speed affects whether I choose the brand,5
R004677,9,6.99,KOL reviews are useful but need to be authentic,5
R004678,5,5.39,portable packaging is useful for work and travel,5
R004679,6,8.69,I prefer brands with recyclable packaging,5
R004680,10,9.57,stockouts make me switch to other brands,3
R004681,7,7.19,the packaging is convenient but could look more premium,5
R004682,8,8.77,the product quality is stable and trustworthy,0
R004683,10,10.0,stockouts make me switch to other brands,3
R004684,9,9.03,I prefer brands with recyclable packaging,5
R004685,5,7.73,the package design should show product benefits more clearly,2
R004686,8,8.88,I prefer brands with recyclable packaging,5
R004687,8,6.52,offline availability is not always convenient,5
R004688,10,9.93,the product quality is stable and trustworthy,0
R004689,7,10.0,discount bundles make me more willing to buy,3
R004690,9,8.41,sustainability claims need to be more credible,5
R004691,10,8.79,membership coupons can increase repeat purchase,1
R004692,7,9.11,quality improvement would make me repurchase more often,0
R004693,10,9.67,stockouts make me switch to other brands,3
R004694,9,10.0,sustainability claims need to be more credible,5
R004695,9,8.76,stockouts make me switch to other brands,3
R004696,7,7.86,I prefer brands with recyclable packaging,5
R004697,10,9.87,the product quality is stable and trustworthy,0
R004698,10,8.14,KOL reviews are useful but need to be authentic,5
R004699,8,9.98,I care about ingredients and product safety,2
R004700,10,9.0,KOL reviews are useful but need to be authentic,5
R004701,7,6.39,I prefer brands with recyclable packaging,5
R004702,10,10.0,I compare price across platforms before purchase,1
R004703,8,10.0,I compare price across platforms before purchase,1
R004704,6,6.51,I care about ingredients and product safety,2
R004705,9,8.66,sustainability claims need to be more credible,5
R004706,4,6.54,portable packaging is useful for work and travel,5
R004707,9,7.45,I prefer brands with recyclable packaging,5
R004708,10,9.34,KOL reviews are useful but need to be authentic,5
R004709,9,8.03,the product quality is stable and trustworthy,0
R004710,6,7.42,low carbon packaging would improve brand impression,5
R004711,8,6.49,portable packaging is useful for work and travel,5
R004712,10,10.0,I care about ingredients and product safety,2
R004713,3,6.52,delivery speed affects whether I choose the brand,5
R004714,6,5.08,discount bundles make me more willing to buy,3
R004715,8,8.63,discount bundles make me more willing to buy,3
R004716,6,6.85,the price feels high without promotion,4
R004717,7,5.73,the price feels high without promotion,4
R004718,10,10.0,I care about ingredients and product safety,2
R004719,8,8.58,the packaging is convenient but could look more premium,5
R004720,9,10.0,I care about ingredients and product safety,2
R004721,7,6.18,the price feels high without promotion,4
R004722,7,6.24,livestream promotion helps me discover new products,4
R004723,10,10.0,stockouts make me switch to other brands,3
R004724,6,8.22,low carbon packaging would improve brand impression,5
R004725,10,10.0,offline availability is not always convenient,5
R004726,8,9.43,the packaging is convenient but could look more premium,5
R004727,8,8.18,stockouts make me switch to other brands,3
R004728,8,8.21,the price feels high without promotion,4
R004729,9,8.51,livestream promotion helps me discover new products,4
R004730,9,10.0,stockouts make me switch to other brands,3
R004731,8,8.71,the packaging is convenient but could look more premium,5
R004732,5,5.87,livestream promotion helps me discover new products,4
R004733,8,9.51,the product quality is stable and trustworthy,0
R004734,6,7.17,KOL reviews are useful but need to be authentic,5
R004735,9,8.19,membership coupons can increase repeat purchase,1
R004736,10,8.71,KOL reviews are useful but need to be authentic,5
R004737,10,7.39,portable packaging is useful for work and travel,5
R004738,10,9.88,the price feels high without promotion,4
R004739,7,7.31,livestream promotion helps me discover new products,4
R004740,4,6.3,stockouts make me switch to other brands,3
R004741,9,7.43,the price feels high without promotion,4
R004742,6,5.38,offline availability is not always convenient,5
R004743,9,9.79,the price feels high without promotion,4
R004744,10,9.4,the product quality is stable and trustworthy,0
R004745,10,9.72,the package design should show product benefits more clearly,2
R004746,8,8.19,delivery speed affects whether I choose the brand,5
R004747,8,10.0,the product quality is stable and trustworthy,0
R004748,9,8.63,I compare price across platforms before purchase,1
R004749,9,10.0,the price feels high without promotion,4
R004750,9,9.4,I prefer brands with recyclable packaging,5
R004751,8,10.0,sustainability claims need to be more credible,5
R004752,9,7.26,I compare price across platforms before purchase,1
R004753,10,10.0,I care about ingredients and product safety,2
R004754,8,9.36,quality improvement would make me repurchase more often,0
R004755,10,10.0,offline availability is not always convenient,5
R004756,10,10.0,sustainability claims need to be more credible,5
R004757,6,6.1,stockouts make me switch to other brands,3
R004758,9,9.57,quality improvement would make me repurchase more often,0
R004759,5,4.87,the product quality is stable and trustworthy,0
R004760,7,9.19,discount bundles make me more willing to buy,3
R004761,10,10.0,the product quality is stable and trustworthy,0
R004762,8,8.65,low carbon packaging would improve brand impression,5
