respondent_id,persona_seed,age,monthly_income,city_tier,primary_channel,category,price_sensitivity,quality_expectation,convenience_need,sustainability_attitude,willingness_to_pay,awareness,consideration,trial,repeat_purchase,monthly_purchase_frequency,satisfaction,nps,feedback_theme_seed,feedback_text,segment_id,segment
R004648,value_seekers,26,8783.71,tier_2,jd,ready_to_drink,8.12,7.21,6.65,4.24,19.3,0,0,0,0,0,8.33,8,packaging,the package design should show product benefits more clearly,0,High Value Fans
R004649,quality_first,18,8236.89,new_tier_1,douyin,ready_to_drink,5.86,10.0,7.07,6.18,34.73,1,1,1,1,5,10.0,10,sustainability,I prefer brands with recyclable packaging,1,Quality Loyalists
R004650,eco_advocates,33,15482.36,tier_3_plus,tmall,healthy_snack,6.2,9.0,6.09,8.71,37.92,0,0,0,0,0,8.84,10,sustainability,sustainability claims need to be more credible,4,Eco Advocates
R004651,eco_advocates,22,9941.43,tier_1,offline_supermarket,ready_to_drink,3.83,6.41,6.23,7.47,31.6,1,1,1,1,1,9.18,10,promotion,membership coupons can increase repeat purchase,4,Eco Advocates
R004652,eco_advocates,21,7833.05,new_tier_1,xiaohongshu,personal_care,4.19,5.98,7.27,8.36,35.9,0,0,0,0,0,7.99,7,quality,quality improvement would make me repurchase more often,4,Eco Advocates
R004653,quality_first,44,4718.16,tier_3_plus,jd,healthy_snack,4.56,9.34,7.07,5.86,34.66,1,1,0,0,0,7.67,7,quality,I care about ingredients and product safety,1,Quality Loyalists
R004654,new_explorers,31,23592.68,tier_1,tmall,personal_care,6.06,7.48,5.4,5.56,22.49,1,1,0,1,3,7.96,8,price,discount bundles make me more willing to buy,0,High Value Fans
R004655,eco_advocates,38,15307.59,tier_3_plus,jd,healthy_snack,4.9,8.35,5.91,10.0,36.45,1,1,1,1,4,10.0,8,quality,I care about ingredients and product safety,4,Eco Advocates
R004656,new_explorers,34,10551.83,new_tier_1,private_domain,home_cleaning,6.03,7.6,6.96,5.63,25.31,0,0,0,1,1,9.53,9,packaging,the package design should show product benefits more clearly,3,Convenience Driven
R004657,value_seekers,26,7814.3,tier_2,private_domain,home_cleaning,8.12,6.82,6.83,5.29,12.3,1,1,0,0,0,7.42,6,price,I compare price across platforms before purchase,2,Value Seekers
R004658,quality_first,35,8107.77,tier_2,offline_supermarket,healthy_snack,4.3,8.97,7.34,5.64,36.85,1,1,1,1,5,8.71,8,sustainability,I prefer brands with recyclable packaging,1,Quality Loyalists
R004659,convenience_first,41,6139.73,new_tier_1,xiaohongshu,home_cleaning,5.72,6.28,8.4,6.07,22.98,1,1,1,1,7,8.13,7,quality,I care about ingredients and product safety,3,Convenience Driven
R004660,convenience_first,33,15398.18,tier_2,tmall,ready_to_drink,5.7,7.76,9.03,4.24,28.84,1,1,1,1,2,10.0,10,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R004661,quality_first,18,13561.06,tier_2,tmall,personal_care,5.09,9.19,7.6,6.34,31.16,0,0,0,0,0,9.77,9,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R004662,value_seekers,26,14651.02,tier_2,xiaohongshu,personal_care,7.55,5.77,6.41,5.32,24.44,0,0,0,0,1,5.1,7,quality,I care about ingredients and product safety,2,Value Seekers
R004663,new_explorers,33,9417.08,tier_2,tmall,ready_to_drink,5.58,7.04,6.37,5.82,18.36,1,1,0,0,0,7.48,8,price,the price feels high without promotion,0,High Value Fans
R004664,quality_first,36,5387.07,tier_1,tmall,personal_care,5.65,7.95,6.31,4.95,25.62,1,1,0,1,3,7.62,7,sustainability,low carbon packaging would improve brand impression,0,High Value Fans
R004665,value_seekers,38,8141.54,new_tier_1,jd,personal_care,8.77,6.88,6.61,5.71,13.7,1,1,1,0,0,5.18,6,price,the price feels high without promotion,2,Value Seekers
R004666,value_seekers,35,11594.34,new_tier_1,tmall,healthy_snack,9.22,5.79,6.67,5.98,14.75,0,1,1,1,2,5.14,6,packaging,the packaging is convenient but could look more premium,2,Value Seekers
R004667,convenience_first,34,9088.42,tier_2,xiaohongshu,personal_care,6.27,7.8,8.49,5.08,28.76,0,1,1,1,4,9.08,10,promotion,membership coupons can increase repeat purchase,3,Convenience Driven
R004668,quality_first,35,7004.33,new_tier_1,private_domain,home_cleaning,5.73,9.64,5.2,5.39,33.78,1,1,1,1,2,8.43,8,price,I compare price across platforms before purchase,1,Quality Loyalists
R004669,eco_advocates,21,5729.21,tier_2,offline_supermarket,ready_to_drink,7.44,6.79,7.69,7.69,25.08,1,1,1,1,2,9.16,10,sustainability,sustainability claims need to be more credible,3,Convenience Driven
R004670,value_seekers,29,14048.66,tier_1,private_domain,personal_care,8.58,7.35,5.64,5.73,13.05,1,0,0,0,1,7.02,6,price,I compare price across platforms before purchase,2,Value Seekers
R004671,value_seekers,22,10817.28,tier_2,jd,ready_to_drink,8.54,6.63,6.07,6.32,21.2,1,1,1,1,3,9.16,8,packaging,the package design should show product benefits more clearly,0,High Value Fans
R004672,quality_first,32,19247.75,new_tier_1,offline_supermarket,ready_to_drink,5.18,9.91,6.3,4.99,30.78,0,0,0,1,4,7.41,5,quality,I care about ingredients and product safety,1,Quality Loyalists
R004673,quality_first,31,21646.92,tier_3_plus,xiaohongshu,personal_care,4.33,6.99,7.83,6.57,31.75,1,1,1,1,2,10.0,10,quality,I care about ingredients and product safety,3,Convenience Driven
R004674,quality_first,35,20433.23,tier_3_plus,private_domain,ready_to_drink,3.29,8.38,5.95,6.67,24.55,0,0,0,0,0,9.87,7,packaging,the package design should show product benefits more clearly,1,Quality Loyalists
R004675,convenience_first,48,7142.62,tier_2,xiaohongshu,ready_to_drink,4.49,7.48,9.75,4.99,31.69,0,1,1,1,2,7.56,8,delivery,offline availability is not always convenient,3,Convenience Driven
R004676,convenience_first,28,5769.49,tier_3_plus,offline_supermarket,ready_to_drink,5.59,6.61,8.5,5.68,25.96,0,1,1,1,3,9.91,10,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R004677,value_seekers,27,8447.75,tier_2,private_domain,ready_to_drink,9.96,6.11,5.47,4.6,17.42,1,1,0,0,2,6.99,9,promotion,KOL reviews are useful but need to be authentic,0,High Value Fans
R004678,value_seekers,28,21329.37,new_tier_1,private_domain,ready_to_drink,8.31,4.92,4.74,4.9,17.54,1,0,0,0,0,5.39,5,packaging,portable packaging is useful for work and travel,2,Value Seekers
R004679,new_explorers,39,16858.22,new_tier_1,jd,healthy_snack,5.17,6.78,5.91,7.22,30.41,1,1,1,1,3,8.69,6,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R004680,convenience_first,18,13483.97,tier_2,tmall,ready_to_drink,4.47,7.72,7.37,6.38,27.47,0,1,1,1,5,9.57,10,delivery,stockouts make me switch to other brands,1,Quality Loyalists
R004681,value_seekers,19,8526.03,tier_3_plus,offline_supermarket,home_cleaning,7.48,6.88,5.96,5.8,19.46,0,1,1,1,1,7.19,7,packaging,the packaging is convenient but could look more premium,0,High Value Fans
R004682,convenience_first,28,15206.48,tier_1,tmall,ready_to_drink,4.88,7.29,9.14,6.2,26.22,1,1,0,1,3,8.77,8,quality,the product quality is stable and trustworthy,3,Convenience Driven
R004683,quality_first,25,10801.59,tier_2,douyin,healthy_snack,5.82,8.73,7.75,6.99,28.71,1,1,1,0,3,10.0,10,delivery,stockouts make me switch to other brands,1,Quality Loyalists
R004684,eco_advocates,26,21397.14,new_tier_1,offline_supermarket,ready_to_drink,5.07,7.76,7.99,7.8,32.19,1,1,1,1,6,9.03,9,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R004685,value_seekers,35,6795.73,tier_2,tmall,ready_to_drink,9.09,6.6,5.22,5.3,15.24,1,1,1,1,3,7.73,5,packaging,the package design should show product benefits more clearly,2,Value Seekers
R004686,eco_advocates,44,8448.16,tier_3_plus,private_domain,healthy_snack,5.53,6.88,7.0,8.82,36.65,0,0,1,1,5,8.88,8,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R004687,value_seekers,40,28471.02,tier_2,private_domain,healthy_snack,8.24,6.48,6.45,5.43,19.52,1,1,1,1,3,6.52,8,delivery,offline availability is not always convenient,0,High Value Fans
R004688,quality_first,30,10548.27,tier_2,douyin,healthy_snack,5.23,9.28,6.81,6.07,33.74,1,1,1,1,5,9.93,10,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R004689,quality_first,18,14137.07,tier_1,tmall,ready_to_drink,2.77,9.28,6.53,6.56,32.89,1,1,0,1,3,10.0,7,price,discount bundles make me more willing to buy,1,Quality Loyalists
R004690,eco_advocates,36,7868.93,tier_3_plus,tmall,healthy_snack,4.83,7.15,8.57,9.28,32.05,0,0,0,0,0,8.41,9,sustainability,sustainability claims need to be more credible,4,Eco Advocates
R004691,convenience_first,39,12436.14,tier_1,tmall,healthy_snack,6.11,6.6,9.89,6.62,20.57,0,0,0,0,1,8.79,10,promotion,membership coupons can increase repeat purchase,3,Convenience Driven
R004692,quality_first,30,10105.27,new_tier_1,jd,ready_to_drink,6.73,9.32,5.53,7.06,29.53,1,1,1,1,3,9.11,7,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R004693,eco_advocates,31,6563.43,tier_3_plus,private_domain,ready_to_drink,6.2,8.51,5.99,7.97,36.96,1,1,1,1,1,9.67,10,delivery,stockouts make me switch to other brands,4,Eco Advocates
R004694,eco_advocates,28,25027.87,tier_1,tmall,home_cleaning,4.88,7.99,5.75,9.21,25.24,1,1,1,1,1,10.0,9,sustainability,sustainability claims need to be more credible,4,Eco Advocates
R004695,quality_first,31,5074.06,tier_3_plus,tmall,personal_care,4.59,9.26,6.55,6.02,34.05,1,1,1,1,4,8.76,9,delivery,stockouts make me switch to other brands,1,Quality Loyalists
R004696,eco_advocates,42,12717.05,tier_3_plus,tmall,home_cleaning,6.16,6.52,6.01,8.92,28.32,1,1,1,0,1,7.86,7,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R004697,eco_advocates,43,6521.09,tier_1,offline_supermarket,ready_to_drink,4.9,7.35,6.27,9.4,31.73,1,1,1,1,3,9.87,10,quality,the product quality is stable and trustworthy,4,Eco Advocates
R004698,convenience_first,38,9148.95,new_tier_1,douyin,ready_to_drink,4.33,6.31,7.25,5.27,23.52,1,1,1,1,4,8.14,10,promotion,KOL reviews are useful but need to be authentic,3,Convenience Driven
R004699,quality_first,49,12156.66,tier_2,xiaohongshu,healthy_snack,4.8,9.03,7.36,5.09,29.4,1,1,1,1,2,9.98,8,quality,I care about ingredients and product safety,1,Quality Loyalists
R004700,new_explorers,35,7948.99,new_tier_1,offline_supermarket,personal_care,6.04,7.2,7.65,6.23,22.92,1,1,0,0,0,9.0,10,promotion,KOL reviews are useful but need to be authentic,3,Convenience Driven
R004701,eco_advocates,31,9193.59,tier_1,douyin,ready_to_drink,6.55,6.9,4.55,9.0,31.17,1,1,0,0,1,6.39,7,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R004702,value_seekers,44,9031.09,tier_2,tmall,personal_care,7.4,5.59,4.91,4.36,18.01,1,1,1,1,1,10.0,10,price,I compare price across platforms before purchase,0,High Value Fans
R004703,convenience_first,25,15235.31,new_tier_1,tmall,personal_care,5.5,8.64,8.96,4.66,26.1,0,0,0,1,2,10.0,8,price,I compare price across platforms before purchase,3,Convenience Driven
R004704,convenience_first,36,21680.12,tier_1,offline_supermarket,personal_care,5.84,6.26,8.81,4.39,28.06,0,1,1,1,5,6.51,6,quality,I care about ingredients and product safety,3,Convenience Driven
R004705,eco_advocates,29,10197.33,tier_3_plus,jd,personal_care,5.47,5.84,7.33,9.15,29.32,1,1,1,0,1,8.66,9,sustainability,sustainability claims need to be more credible,4,Eco Advocates
R004706,value_seekers,39,9665.03,tier_3_plus,private_domain,home_cleaning,10.0,6.4,4.78,5.03,16.68,1,1,1,1,2,6.54,4,packaging,portable packaging is useful for work and travel,2,Value Seekers
R004707,value_seekers,42,10505.78,new_tier_1,offline_supermarket,ready_to_drink,10.0,6.57,7.77,4.88,18.12,0,1,1,1,4,7.45,9,sustainability,I prefer brands with recyclable packaging,0,High Value Fans
R004708,convenience_first,27,12460.69,tier_1,douyin,home_cleaning,5.04,5.77,9.42,5.77,29.59,1,1,1,1,1,9.34,10,promotion,KOL reviews are useful but need to be authentic,3,Convenience Driven
R004709,quality_first,31,8744.46,tier_2,douyin,healthy_snack,5.45,8.27,6.19,6.34,29.33,1,1,1,1,4,8.03,9,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R004710,convenience_first,18,12333.01,new_tier_1,tmall,personal_care,6.18,7.5,8.37,6.0,24.7,1,1,0,0,1,7.42,6,sustainability,low carbon packaging would improve brand impression,3,Convenience Driven
R004711,new_explorers,30,3326.26,tier_3_plus,jd,healthy_snack,8.35,6.7,7.72,6.72,25.95,0,0,0,0,0,6.49,8,packaging,portable packaging is useful for work and travel,0,High Value Fans
R004712,quality_first,24,9534.95,tier_2,xiaohongshu,home_cleaning,3.73,9.87,5.81,5.32,35.86,1,1,1,1,5,10.0,10,quality,I care about ingredients and product safety,1,Quality Loyalists
R004713,value_seekers,30,6518.39,tier_2,offline_supermarket,ready_to_drink,7.97,6.48,6.25,5.51,13.65,1,0,1,1,3,6.52,3,delivery,delivery speed affects whether I choose the brand,2,Value Seekers
R004714,value_seekers,41,15823.23,tier_3_plus,private_domain,healthy_snack,8.17,5.97,7.09,4.74,19.27,1,1,1,0,1,5.08,6,price,discount bundles make me more willing to buy,2,Value Seekers
R004715,new_explorers,30,12309.02,tier_1,douyin,ready_to_drink,5.94,6.02,8.4,6.78,14.45,0,0,0,1,3,8.63,8,price,discount bundles make me more willing to buy,3,Convenience Driven
R004716,value_seekers,20,8371.49,tier_3_plus,tmall,healthy_snack,8.3,7.7,5.58,5.64,17.98,0,1,0,0,2,6.85,6,price,the price feels high without promotion,2,Value Seekers
R004717,new_explorers,20,15726.3,tier_2,jd,home_cleaning,6.43,6.97,6.46,5.55,22.28,1,1,0,0,0,5.73,7,price,the price feels high without promotion,2,Value Seekers
R004718,quality_first,27,4598.36,new_tier_1,douyin,personal_care,4.74,9.13,7.32,6.22,23.69,0,1,1,1,4,10.0,10,quality,I care about ingredients and product safety,1,Quality Loyalists
R004719,eco_advocates,34,10698.97,tier_2,offline_supermarket,personal_care,5.11,5.44,6.44,8.52,30.71,1,1,0,1,2,8.58,8,packaging,the packaging is convenient but could look more premium,4,Eco Advocates
R004720,quality_first,31,7146.07,tier_1,xiaohongshu,ready_to_drink,4.09,8.59,5.55,5.91,29.17,0,1,1,1,5,10.0,9,quality,I care about ingredients and product safety,1,Quality Loyalists
R004721,convenience_first,31,22411.71,tier_1,xiaohongshu,ready_to_drink,6.86,6.12,7.72,4.46,22.58,0,1,0,0,0,6.18,7,price,the price feels high without promotion,2,Value Seekers
R004722,value_seekers,35,15182.89,new_tier_1,offline_supermarket,ready_to_drink,6.72,6.92,4.18,5.17,14.47,1,1,1,0,0,6.24,7,promotion,livestream promotion helps me discover new products,2,Value Seekers
R004723,convenience_first,33,7795.41,tier_2,offline_supermarket,personal_care,4.57,6.89,9.75,6.93,28.57,1,1,1,1,4,10.0,10,delivery,stockouts make me switch to other brands,3,Convenience Driven
R004724,eco_advocates,28,13767.99,tier_2,jd,ready_to_drink,5.31,7.83,5.38,9.05,37.87,1,1,0,0,0,8.22,6,sustainability,low carbon packaging would improve brand impression,4,Eco Advocates
R004725,quality_first,30,6703.87,tier_2,douyin,healthy_snack,3.66,9.64,6.62,6.72,29.49,1,1,0,0,0,10.0,10,delivery,offline availability is not always convenient,1,Quality Loyalists
R004726,value_seekers,25,7230.82,tier_3_plus,xiaohongshu,ready_to_drink,8.75,6.49,4.44,5.34,18.29,1,1,1,1,4,9.43,8,packaging,the packaging is convenient but could look more premium,0,High Value Fans
R004727,convenience_first,24,21782.38,tier_2,jd,ready_to_drink,5.98,7.51,9.34,4.89,29.83,1,0,0,0,0,8.18,8,delivery,stockouts make me switch to other brands,3,Convenience Driven
R004728,value_seekers,34,8324.57,tier_2,jd,ready_to_drink,8.45,6.13,5.59,6.4,17.58,0,1,1,1,5,8.21,8,price,the price feels high without promotion,0,High Value Fans
R004729,convenience_first,33,8344.34,tier_2,jd,ready_to_drink,6.47,7.78,9.27,5.99,32.33,1,1,1,1,7,8.51,9,promotion,livestream promotion helps me discover new products,3,Convenience Driven
R004730,quality_first,30,10464.87,tier_1,jd,healthy_snack,3.57,10.0,6.09,6.49,29.02,1,1,1,1,3,10.0,9,delivery,stockouts make me switch to other brands,1,Quality Loyalists
R004731,convenience_first,27,5344.62,new_tier_1,offline_supermarket,home_cleaning,4.51,8.25,8.83,5.45,31.7,0,1,1,1,5,8.71,8,packaging,the packaging is convenient but could look more premium,3,Convenience Driven
R004732,value_seekers,35,9782.55,tier_1,jd,healthy_snack,9.11,5.72,5.95,5.56,20.06,1,1,1,1,4,5.87,5,promotion,livestream promotion helps me discover new products,2,Value Seekers
R004733,quality_first,28,10872.93,tier_1,jd,personal_care,6.36,8.97,8.02,5.37,33.6,1,1,1,1,1,9.51,8,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R004734,value_seekers,36,15500.6,new_tier_1,jd,ready_to_drink,8.85,6.71,6.49,5.85,20.54,1,1,1,0,5,7.17,6,promotion,KOL reviews are useful but need to be authentic,0,High Value Fans
R004735,value_seekers,18,4637.28,tier_1,tmall,home_cleaning,8.95,6.9,6.13,5.14,15.77,1,1,1,1,6,8.19,9,promotion,membership coupons can increase repeat purchase,0,High Value Fans
R004736,convenience_first,45,17201.87,tier_3_plus,xiaohongshu,ready_to_drink,5.16,6.53,7.72,5.19,30.44,0,1,1,1,4,8.71,10,promotion,KOL reviews are useful but need to be authentic,3,Convenience Driven
R004737,value_seekers,23,11890.37,tier_3_plus,xiaohongshu,ready_to_drink,9.93,5.71,3.43,4.57,21.51,1,1,1,0,1,7.39,10,packaging,portable packaging is useful for work and travel,0,High Value Fans
R004738,quality_first,22,15355.29,tier_2,douyin,healthy_snack,4.39,9.63,7.68,6.57,25.63,1,1,0,0,0,9.88,10,price,the price feels high without promotion,1,Quality Loyalists
R004739,value_seekers,18,28811.03,tier_2,offline_supermarket,personal_care,8.16,7.24,6.11,6.11,14.81,0,0,0,0,0,7.31,7,promotion,livestream promotion helps me discover new products,2,Value Seekers
R004740,convenience_first,35,7994.58,new_tier_1,douyin,ready_to_drink,5.02,6.73,8.05,5.06,24.52,1,1,0,0,0,6.3,4,delivery,stockouts make me switch to other brands,2,Value Seekers
R004741,value_seekers,32,22118.9,tier_2,douyin,ready_to_drink,8.86,6.3,6.14,5.77,16.84,1,1,0,1,5,7.43,9,price,the price feels high without promotion,0,High Value Fans
R004742,eco_advocates,18,12095.68,tier_1,tmall,personal_care,5.67,7.38,6.75,8.63,39.5,1,1,1,0,2,5.38,6,delivery,offline availability is not always convenient,4,Eco Advocates
R004743,quality_first,31,16331.94,new_tier_1,tmall,healthy_snack,4.15,8.83,5.73,6.57,33.74,1,1,1,0,2,9.79,9,price,the price feels high without promotion,1,Quality Loyalists
R004744,quality_first,27,9475.19,new_tier_1,douyin,healthy_snack,4.28,9.4,6.35,6.41,32.7,1,1,0,1,3,9.4,10,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R004745,eco_advocates,18,5809.61,tier_2,tmall,personal_care,3.81,8.99,5.82,8.76,33.18,1,1,1,1,2,9.72,10,packaging,the package design should show product benefits more clearly,4,Eco Advocates
R004746,value_seekers,32,18693.05,tier_2,douyin,healthy_snack,7.87,6.58,5.0,5.65,17.67,0,1,0,1,2,8.19,8,delivery,delivery speed affects whether I choose the brand,0,High Value Fans
R004747,quality_first,24,12249.12,new_tier_1,douyin,personal_care,4.58,8.62,6.76,6.9,33.17,1,1,1,1,1,10.0,8,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R004748,value_seekers,28,20670.43,tier_1,tmall,personal_care,7.27,6.95,6.08,4.33,19.65,1,1,1,1,2,8.63,9,price,I compare price across platforms before purchase,0,High Value Fans
R004749,quality_first,18,13660.08,tier_2,jd,personal_care,5.82,8.42,5.47,7.44,33.35,1,1,1,1,2,10.0,9,price,the price feels high without promotion,1,Quality Loyalists
R004750,eco_advocates,23,19414.48,new_tier_1,xiaohongshu,ready_to_drink,3.91,7.81,6.2,8.58,39.51,1,1,1,1,3,9.4,9,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R004751,eco_advocates,37,27360.7,new_tier_1,xiaohongshu,home_cleaning,5.33,8.15,6.16,8.28,33.18,1,1,1,1,1,10.0,8,sustainability,sustainability claims need to be more credible,4,Eco Advocates
R004752,value_seekers,42,11172.73,new_tier_1,private_domain,personal_care,7.9,6.96,5.06,5.14,23.04,1,1,1,1,3,7.26,9,price,I compare price across platforms before purchase,0,High Value Fans
R004753,convenience_first,19,22850.74,tier_2,xiaohongshu,home_cleaning,4.68,8.79,6.27,6.46,28.71,1,1,1,1,3,10.0,10,quality,I care about ingredients and product safety,1,Quality Loyalists
R004754,eco_advocates,23,10115.15,new_tier_1,douyin,personal_care,6.59,8.52,7.43,8.52,38.43,0,0,1,1,3,9.36,8,quality,quality improvement would make me repurchase more often,4,Eco Advocates
R004755,convenience_first,37,20762.04,new_tier_1,private_domain,personal_care,5.14,6.62,9.34,5.12,28.74,1,1,1,1,3,10.0,10,delivery,offline availability is not always convenient,3,Convenience Driven
R004756,eco_advocates,29,7331.22,new_tier_1,tmall,personal_care,4.84,7.32,8.11,7.97,33.58,1,0,0,1,3,10.0,10,sustainability,sustainability claims need to be more credible,4,Eco Advocates
R004757,value_seekers,26,9802.88,tier_3_plus,xiaohongshu,home_cleaning,9.42,6.49,4.49,3.97,16.7,1,1,1,0,1,6.1,6,delivery,stockouts make me switch to other brands,2,Value Seekers
R004758,convenience_first,25,8558.37,new_tier_1,xiaohongshu,home_cleaning,3.31,6.05,8.97,6.14,31.29,0,0,1,1,2,9.57,9,quality,quality improvement would make me repurchase more often,3,Convenience Driven
R004759,value_seekers,32,20155.7,tier_2,douyin,personal_care,9.32,7.54,5.43,5.1,21.96,1,1,0,0,2,4.87,5,quality,the product quality is stable and trustworthy,2,Value Seekers
R004760,quality_first,37,8237.74,new_tier_1,jd,ready_to_drink,6.19,9.37,6.4,4.81,31.24,1,1,0,0,1,9.19,7,price,discount bundles make me more willing to buy,1,Quality Loyalists
R004761,quality_first,40,9520.45,new_tier_1,xiaohongshu,personal_care,5.23,9.91,5.9,6.77,29.41,1,1,1,1,2,10.0,10,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R004762,quality_first,43,14139.08,tier_2,offline_supermarket,healthy_snack,3.72,5.99,6.47,7.33,28.05,1,1,1,1,1,8.65,8,sustainability,low carbon packaging would improve brand impression,4,Eco Advocates
R004763,convenience_first,18,8412.22,tier_3_plus,jd,personal_care,5.87,7.38,8.53,4.69,29.01,1,1,1,1,3,8.28,7,promotion,KOL reviews are useful but need to be authentic,3,Convenience Driven
R004764,new_explorers,23,8572.57,tier_1,douyin,healthy_snack,7.23,6.12,5.94,6.25,21.77,0,0,1,1,4,7.78,8,quality,I care about ingredients and product safety,0,High Value Fans
R004765,new_explorers,31,13604.78,tier_3_plus,offline_supermarket,home_cleaning,7.06,6.32,6.8,7.29,21.08,0,0,0,0,1,7.08,5,sustainability,sustainability claims need to be more credible,2,Value Seekers
R004766,quality_first,38,12323.39,tier_1,tmall,personal_care,5.25,7.88,7.7,6.3,31.79,0,1,1,1,4,9.31,10,delivery,stockouts make me switch to other brands,1,Quality Loyalists
R004767,value_seekers,30,8898.32,new_tier_1,xiaohongshu,home_cleaning,9.2,6.69,7.48,6.47,23.42,0,0,0,0,0,5.08,4,quality,the product quality is stable and trustworthy,2,Value Seekers
R004768,convenience_first,30,12995.98,tier_2,jd,healthy_snack,6.25,7.35,10.0,5.22,27.56,0,0,0,0,3,7.68,8,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R004769,eco_advocates,43,9512.17,tier_1,tmall,personal_care,5.69,7.32,7.0,8.36,35.44,0,0,0,1,2,9.06,8,packaging,the package design should show product benefits more clearly,4,Eco Advocates
R004770,convenience_first,45,8003.57,tier_2,private_domain,personal_care,6.39,7.38,8.58,5.14,30.96,1,1,1,0,1,8.6,7,packaging,portable packaging is useful for work and travel,3,Convenience Driven
R004771,quality_first,19,14920.9,tier_1,offline_supermarket,healthy_snack,4.06,10.0,6.85,6.64,31.55,0,0,0,0,0,7.74,7,packaging,the package design should show product benefits more clearly,1,Quality Loyalists
R004772,convenience_first,45,7578.56,new_tier_1,douyin,personal_care,5.3,6.65,8.16,8.53,29.68,1,1,1,1,2,8.6,9,packaging,the packaging is convenient but could look more premium,4,Eco Advocates
R004773,new_explorers,18,4281.88,new_tier_1,tmall,personal_care,6.11,6.8,6.69,5.77,25.97,0,0,0,0,0,9.42,8,promotion,KOL reviews are useful but need to be authentic,0,High Value Fans
R004774,value_seekers,27,8483.45,tier_3_plus,tmall,home_cleaning,9.01,6.69,5.88,4.03,18.55,1,1,1,1,1,8.69,8,delivery,offline availability is not always convenient,0,High Value Fans
R004775,eco_advocates,20,10654.7,tier_2,douyin,personal_care,4.7,7.39,5.84,10.0,33.95,0,0,0,0,1,9.4,8,packaging,portable packaging is useful for work and travel,4,Eco Advocates
R004776,value_seekers,37,12195.85,tier_1,tmall,healthy_snack,10.0,5.8,6.02,3.53,17.66,1,1,1,1,5,5.53,5,packaging,the packaging is convenient but could look more premium,2,Value Seekers
R004777,convenience_first,38,5689.78,new_tier_1,douyin,ready_to_drink,7.39,5.64,8.09,4.96,24.47,0,1,1,1,6,7.36,7,packaging,portable packaging is useful for work and travel,3,Convenience Driven
R004778,new_explorers,29,2977.25,tier_2,offline_supermarket,ready_to_drink,7.56,6.29,6.83,6.68,23.73,0,0,0,0,0,6.86,5,price,discount bundles make me more willing to buy,2,Value Seekers
R004779,new_explorers,37,4074.95,tier_3_plus,tmall,personal_care,6.47,7.25,6.23,6.99,22.78,1,1,1,1,2,6.71,5,quality,quality improvement would make me repurchase more often,2,Value Seekers
R004780,value_seekers,28,10570.93,tier_2,private_domain,ready_to_drink,9.99,6.79,7.06,5.98,13.08,1,1,1,1,3,6.18,5,delivery,delivery speed affects whether I choose the brand,2,Value Seekers
R004781,new_explorers,21,15020.53,tier_3_plus,tmall,ready_to_drink,5.75,7.38,5.83,6.08,24.82,0,1,1,0,0,5.99,6,packaging,the package design should show product benefits more clearly,2,Value Seekers
R004782,quality_first,36,4150.26,new_tier_1,tmall,home_cleaning,2.88,8.66,6.55,5.9,30.44,0,1,1,1,2,8.97,7,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R004783,value_seekers,41,16081.99,tier_1,private_domain,personal_care,9.07,6.95,6.47,5.5,25.02,0,0,0,0,0,5.59,5,delivery,offline availability is not always convenient,2,Value Seekers
R004784,value_seekers,18,9375.05,tier_1,xiaohongshu,home_cleaning,7.04,6.85,6.72,4.79,17.16,1,1,1,1,3,7.52,8,promotion,KOL reviews are useful but need to be authentic,0,High Value Fans
R004785,convenience_first,37,9660.65,tier_1,jd,home_cleaning,6.05,5.16,9.92,4.97,30.13,1,1,1,1,4,8.02,9,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R004786,value_seekers,36,4911.17,tier_3_plus,tmall,healthy_snack,9.79,5.81,5.88,5.26,13.35,1,1,1,1,1,7.94,8,delivery,stockouts make me switch to other brands,0,High Value Fans
R004787,value_seekers,25,15281.83,tier_2,private_domain,home_cleaning,7.3,6.64,5.91,6.13,21.85,1,1,1,1,7,9.4,10,quality,the product quality is stable and trustworthy,0,High Value Fans
R004788,new_explorers,18,6292.91,tier_2,jd,personal_care,6.7,6.28,6.6,6.27,25.8,1,1,1,1,2,7.0,7,price,discount bundles make me more willing to buy,0,High Value Fans
